"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0세","2026년06월_계_1세","2026년06월_계_2세","2026년06월_계_3세","2026년06월_계_4세","2026년06월_계_5세","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0세","2026년06월_남_1세","2026년06월_남_2세","2026년06월_남_3세","2026년06월_남_4세","2026년06월_남_5세","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0세","2026년06월_여_1세","2026년06월_여_2세","2026년06월_여_3세","2026년06월_여_4세","2026년06월_여_5세"
"전라남도 함평군 (4686000000)","29,601","524","122","101","84","70","57","90","15,132","271","67","64","39","32","27","42","14,469","253","55","37","45","38","30","48"
"전라남도 함평군 함평읍(4686025000)","8,103","217","56","38","38","24","22","39","4,059","119","29","25","24","15","8","18","4,044","98","27","13","14","9","14","21"
"전라남도 함평군 손불면(4686031000)","3,053","44","12","7","2","8","8","7","1,575","23","6","5","0","4","4","4","1,478","21","6","2","2","4","4","3"
"전라남도 함평군 신광면(4686032000)","1,574","22","7","5","3","3","1","3","804","9","4","2","2","0","0","1","770","13","3","3","1","3","1","2"
"전라남도 함평군 학교면(4686033000)","3,308","35","4","6","6","3","7","9","1,686","13","1","3","1","0","5","3","1,622","22","3","3","5","3","2","6"
"전라남도 함평군 엄다면(4686034000)","1,719","20","4","3","2","3","3","5","846","10","3","2","1","1","2","1","873","10","1","1","1","2","1","4"
"전라남도 함평군 대동면(4686035000)","3,008","49","10","13","6","8","5","7","1,574","23","4","9","0","2","3","5","1,434","26","6","4","6","6","2","2"
"전라남도 함평군 나산면(4686036000)","2,562","25","2","6","7","5","2","3","1,318","13","1","4","3","1","1","3","1,244","12","1","2","4","4","1","0"
"전라남도 함평군 해보면(4686037000)","2,867","53","14","11","11","6","4","7","1,457","32","10","7","4","4","3","4","1,410","21","4","4","7","2","1","3"
"전라남도 함평군 월야면(4686038000)","3,407","59","13","12","9","10","5","10","1,813","29","9","7","4","5","1","3","1,594","30","4","5","5","5","4","7"
"전라남도 영광군 (4687000000)","53,902","2,185","429","384","330","342","345","355","27,011","1,098","215","193","158","180","178","174","26,891","1,087","214","191","172","162","167","181"
"전라남도 영광군 영광읍(4687025000)","23,605","1,164","214","204","181","185","187","193","11,553","568","104","96","77","95","95","101","12,052","596","110","108","104","90","92","92"
"전라남도 영광군 백수읍(4687025300)","4,456","108","22","19","15","16","20","16","2,213","58","13","10","8","12","8","7","2,243","50","9","9","7","4","12","9"
"전라남도 영광군 홍농읍(4687025600)","7,097","404","93","72","67","51","63","58","3,728","203","42","37","35","27","36","26","3,369","201","51","35","32","24","27","32"
"전라남도 영광군 대마면(4687031000)","1,631","38","8","8","4","10","5","3","852","22","5","6","1","5","4","1","779","16","3","2","3","5","1","2"
"전라남도 영광군 묘량면(4687032000)","1,732","64","13","16","5","14","7","9","871","35","6","9","3","8","4","5","861","29","7","7","2","6","3","4"
"전라남도 영광군 불갑면(4687033000)","1,449","53","12","7","4","12","10","8","758","27","6","5","2","6","4","4","691","26","6","2","2","6","6","4"
"전라남도 영광군 군서면(4687034000)","2,287","61","15","9","9","11","5","12","1,188","32","9","7","3","6","3","4","1,099","29","6","2","6","5","2","8"
"전라남도 영광군 군남면(4687035000)","2,285","60","9","12","9","8","10","12","1,099","27","3","7","5","3","2","7","1,186","33","6","5","4","5","8","5"
"전라남도 영광군 염산면(4687036000)","3,814","78","15","8","14","13","13","15","1,913","46","11","3","9","6","8","9","1,901","32","4","5","5","7","5","6"
"전라남도 영광군 법성면(4687037000)","4,864","142","25","29","20","20","23","25","2,427","75","15","13","15","11","13","8","2,437","67","10","16","5","9","10","17"
"전라남도 영광군 낙월면(4687038000)","463","13","3","0","2","2","2","4","274","5","1","0","0","1","1","2","189","8","2","0","2","1","1","2"
"전라남도 영광군 낙월면안마출장소(4687038500)","219","0","0","0","0","0","0","0","135","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0"
"전라남도 장성군 (4688000000)","43,095","1,075","264","221","166","135","123","166","22,160","528","138","93","80","74","62","81","20,935","547","126","128","86","61","61","85"
"전라남도 장성군 장성읍(4688025000)","15,019","453","101","81","75","62","64","70","7,444","225","48","35","42","32","34","34","7,575","228","53","46","33","30","30","36"
"전라남도 장성군 진원면(4688031000)","3,582","70","17","11","16","5","8","13","1,800","30","8","4","7","2","5","4","1,782","40","9","7","9","3","3","9"
"전라남도 장성군 남면(4688032000)","3,584","67","22","19","9","5","3","9","1,964","34","13","6","3","5","1","6","1,620","33","9","13","6","0","2","3"
"전라남도 장성군 동화면(4688033000)","1,810","37","9","8","6","5","3","6","950","17","4","4","0","4","2","3","860","20","5","4","6","1","1","3"
"전라남도 장성군 삼서면(4688034000)","2,942","68","19","17","12","6","3","11","1,582","31","10","4","3","5","2","7","1,360","37","9","13","9","1","1","4"
"전라남도 장성군 삼계면(4688035000)","5,169","185","43","36","21","30","21","34","2,799","89","25","14","10","13","9","18","2,370","96","18","22","11","17","12","16"
"전라남도 장성군 황룡면(4688036000)","3,723","82","23","23","11","9","7","9","1,937","43","14","9","7","5","4","4","1,786","39","9","14","4","4","3","5"
"전라남도 장성군 서삼면(4688037000)","1,475","35","6","9","5","6","2","7","768","20","4","5","2","4","1","4","707","15","2","4","3","2","1","3"
"전라남도 장성군 북일면(4688038000)","1,299","21","9","3","1","3","4","1","664","12","5","2","1","3","1","0","635","9","4","1","0","0","3","1"
"전라남도 장성군 북이면(4688039000)","2,583","44","13","11","8","2","6","4","1,277","25","7","8","5","1","3","1","1,306","19","6","3","3","1","3","3"
"전라남도 장성군 북하면(4688040000)","1,909","13","2","3","2","2","2","2","975","2","0","2","0","0","0","0","934","11","2","1","2","2","2","2"
"전라남도 완도군 (4689000000)","44,175","957","142","158","141","160","178","178","22,482","491","73","75","63","89","95","96","21,693","466","69","83","78","71","83","82"
"전라남도 완도군 완도읍(4689025000)","16,704","521","86","91","79","84","91","90","8,413","264","46","48","29","48","48","45","8,291","257","40","43","50","36","43","45"
"전라남도 완도군 금일읍(4689025300)","3,298","69","6","9","13","4","19","18","1,702","36","3","6","8","2","7","10","1,596","33","3","3","5","2","12","8"
"전라남도 완도군 노화읍(4689025600)","3,685","68","7","9","6","10","21","15","1,892","40","4","2","5","8","12","9","1,793","28","3","7","1","2","9","6"
"전라남도 완도군 노화읍넙도출장소(4689029000)","674","19","3","3","1","5","1","6","380","12","1","1","1","4","0","5","294","7","2","2","0","1","1","1"
"전라남도 완도군 군외면(4689031000)","2,842","36","8","4","5","7","3","9","1,448","15","3","1","2","1","2","6","1,394","21","5","3","3","6","1","3"
"전라남도 완도군 신지면(4689032000)","3,005","32","6","5","4","10","3","4","1,551","19","3","2","2","6","3","3","1,454","13","3","3","2","4","0","1"
"전라남도 완도군 고금면(4689033000)","3,688","47","5","10","8","8","10","6","1,826","24","3","4","4","3","8","2","1,862","23","2","6","4","5","2","4"
"전라남도 완도군 약산면(4689034000)","2,136","29","3","8","6","4","4","4","1,105","14","2","2","3","3","2","2","1,031","15","1","6","3","1","2","2"
"전라남도 완도군 청산면(4689035000)","1,835","22","3","2","2","4","3","8","941","8","0","1","1","1","2","3","894","14","3","1","1","3","1","5"
"전라남도 완도군 청산면모도출장소(4689035500)","218","3","0","1","0","2","0","0","121","2","0","0","0","2","0","0","97","1","0","1","0","0","0","0"
"전라남도 완도군 소안면(4689036000)","2,207","32","3","7","2","5","6","9","1,100","13","1","2","0","2","3","5","1,107","19","2","5","2","3","3","4"
"전라남도 완도군 금당면(4689037000)","793","10","2","1","1","3","1","2","401","4","1","1","0","1","1","0","392","6","1","0","1","2","0","2"
"전라남도 완도군 보길면(4689038000)","2,377","62","9","7","13","11","16","6","1,219","35","5","5","7","6","7","5","1,158","27","4","2","6","5","9","1"
"전라남도 완도군 생일면(4689039000)","713","7","1","1","1","3","0","1","383","5","1","0","1","2","0","1","330","2","0","1","0","1","0","0"
"전라남도 진도군 (4690000000)","27,882","574","93","92","95","79","102","113","14,068","295","50","43","48","43","46","65","13,814","279","43","49","47","36","56","48"
"전라남도 진도군 진도읍(4690025000)","10,156","332","57","61","47","50","64","53","5,073","163","26","29","23","29","26","30","5,083","169","31","32","24","21","38","23"
"전라남도 진도군 군내면(4690031000)","2,743","47","6","9","12","6","5","9","1,411","28","6","2","8","3","2","7","1,332","19","0","7","4","3","3","2"
"전라남도 진도군 고군면(4690032000)","3,212","50","11","5","4","8","10","12","1,588","29","8","4","2","3","5","7","1,624","21","3","1","2","5","5","5"
"전라남도 진도군 의신면(4690033000)","3,219","45","5","7","10","3","7","13","1,645","24","3","1","6","2","5","7","1,574","21","2","6","4","1","2","6"
"전라남도 진도군 임회면(4690034000)","3,101","38","10","3","9","3","6","7","1,525","19","5","2","3","2","2","5","1,576","19","5","1","6","1","4","2"
"전라남도 진도군 지산면(4690035000)","2,799","28","1","4","8","3","4","8","1,406","20","1","3","4","2","3","7","1,393","8","0","1","4","1","1","1"
"전라남도 진도군 조도면(4690036000)","2,034","22","2","2","4","3","4","7","1,084","6","0","1","1","1","2","1","950","16","2","1","3","2","2","6"
"전라남도 진도군 조도면가사출장소(4690036500)","233","4","0","1","1","0","0","2","135","3","0","1","1","0","0","1","98","1","0","0","0","0","0","1"
"전라남도 진도군 조도면거차출장소(4690036600)","385","8","1","0","0","3","2","2","201","3","1","0","0","1","1","0","184","5","0","0","0","2","1","2"
"전라남도 신안군 (4691000000)","42,319","758","97","98","119","147","151","146","22,747","389","49","48","48","77","82","85","19,572","369","48","50","71","70","69","61"
"전라남도 신안군 지도읍(4691025000)","4,819","88","12","11","14","22","14","15","2,540","45","4","4","7","9","12","9","2,279","43","8","7","7","13","2","6"
"전라남도 신안군 지도읍선도출장소(4691025100)","256","4","0","1","0","2","0","1","130","2","0","0","0","1","0","1","126","2","0","1","0","1","0","0"
"전라남도 신안군 압해읍(4691025300)","6,606","105","12","15","17","22","27","12","3,509","59","5","12","10","11","13","8","3,097","46","7","3","7","11","14","4"
"전라남도 신안군 압해읍매화출장소(4691025400)","288","5","0","0","0","0","3","2","151","3","0","0","0","0","2","1","137","2","0","0","0","0","1","1"
"전라남도 신안군 압해읍고이도출장소(4691025500)","265","5","0","0","0","1","2","2","142","2","0","0","0","0","0","2","123","3","0","0","0","1","2","0"
"전라남도 신안군 증도면(4691031000)","1,590","16","2","1","2","4","3","4","871","7","1","0","1","1","3","1","719","9","1","1","1","3","0","3"
"전라남도 신안군 증도면병풍출장소(4691031500)","313","3","0","1","0","0","0","2","182","1","0","0","0","0","0","1","131","2","0","1","0","0","0","1"
"전라남도 신안군 임자면(4691032000)","3,483","74","9","8","15","12","17","13","1,853","33","6","5","6","4","5","7","1,630","41","3","3","9","8","12","6"
"전라남도 신안군 자은면(4691033000)","2,717","48","4","9","8","9","10","8","1,425","19","1","1","2","3","5","7","1,292","29","3","8","6","6","5","1"
"전라남도 신안군 비금면(4691034000)","3,716","55","6","8","9","11","11","10","2,001","27","1","3","2","10","6","5","1,715","28","5","5","7","1","5","5"
"전라남도 신안군 비금면수치도출장소(4691034500)","145","0","0","0","0","0","0","0","85","0","0","0","0","0","0","0","60","0","0","0","0","0","0","0"
"전라남도 신안군 도초면(4691035000)","2,432","42","7","6","2","10","11","6","1,301","24","4","2","0","8","7","3","1,131","18","3","4","2","2","4","3"
"전라남도 신안군 도초면우이도출장소(4691035500)","236","4","1","1","1","0","0","1","133","2","1","0","0","0","0","1","103","2","0","1","1","0","0","0"
"전라남도 신안군 흑산면(4691036000)","2,157","37","6","4","7","9","6","5","1,246","23","2","3","4","7","4","3","911","14","4","1","3","2","2","2"
"전라남도 신안군 흑산면가거도출장소(4691036500)","353","2","1","0","0","0","1","0","226","0","0","0","0","0","0","0","127","2","1","0","0","0","1","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","206","5","0","2","0","0","1","2","116","2","0","2","0","0","0","0","90","3","0","0","0","0","1","2"
"전라남도 신안군 흑산면홍도출장소(4691036700)","475","11","3","1","0","1","4","2","264","6","2","1","0","0","2","1","211","5","1","0","0","1","2","1"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","284","4","0","1","1","1","1","0","177","3","0","1","0","1","1","0","107","1","0","0","1","0","0","0"
"전라남도 신안군 하의면(4691037000)","1,691","31","8","1","4","6","1","11","939","21","6","1","2","4","0","8","752","10","2","0","2","2","1","3"
"전라남도 신안군 신의면(4691038000)","1,603","28","1","4","4","7","4","8","863","16","1","2","0","5","3","5","740","12","0","2","4","2","1","3"
"전라남도 신안군 장산면(4691039000)","1,659","27","3","1","5","3","7","8","907","16","2","1","2","0","6","5","752","11","1","0","3","3","1","3"
"전라남도 신안군 안좌면(4691040000)","3,828","103","14","14","18","19","19","19","2,018","51","10","6","7","9","10","9","1,810","52","4","8","11","10","9","10"
"전라남도 신안군 팔금면(4691041000)","1,023","17","2","4","4","1","2","4","520","9","1","2","2","0","0","4","503","8","1","2","2","1","2","0"
"전라남도 신안군 암태면(4691042000)","2,174","44","6","5","8","7","7","11","1,148","18","2","2","3","4","3","4","1,026","26","4","3","5","3","4","7"
"경상북도  (4700000000)","2,495,919","63,669","10,682","10,334","9,735","10,350","10,907","11,661","1,264,218","32,774","5,527","5,389","4,945","5,350","5,606","5,957","1,231,701","30,895","5,155","4,945","4,790","5,000","5,301","5,704"
"경상북도 포항시 (4711000000)","487,008","14,204","2,444","2,379","2,219","2,245","2,354","2,563","246,682","7,366","1,281","1,268","1,140","1,179","1,199","1,299","240,326","6,838","1,163","1,111","1,079","1,066","1,155","1,264"
"경상북도 포항시 남구 (4711100000)","212,298","5,073","799","777","785","807","857","1,048","110,104","2,642","419","403","394","443","450","533","102,194","2,431","380","374","391","364","407","515"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,521","35","4","6","6","8","3","8","3,255","15","4","4","0","3","0","4","3,266","20","0","2","6","5","3","4"
"경상북도 포항시 남구 연일읍(4711125300)","26,713","432","61","68","78","67","66","92","13,486","229","36","39","33","33","39","49","13,227","203","25","29","45","34","27","43"
"경상북도 포항시 남구 오천읍(4711125600)","56,123","1,941","358","299","310","303","305","366","30,253","1,003","181","139","160","179","156","188","25,870","938","177","160","150","124","149","178"
"경상북도 포항시 남구 대송면(4711131000)","2,884","12","0","2","3","2","4","1","1,540","7","0","1","3","1","2","0","1,344","5","0","1","0","1","2","1"
